number,meal_type,meal_slot,tags,title,ingredients,instructions,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),Water (g)
200107,recipe,,Vegetable Side Dishes,Spicy Black Bean Dip,"['Black beans', 'Garlic cloves', 'Jalapeno pepper', 'Lime juice', 'Cumin', 'Salt', 'Black pepper', 'Cilantro']","{'1': ""'Drain and rinse the black beans.'"", '2': ""'Mince the garlic cloves and dice the jalapeno pepper (remove seeds for less heat if desired).'"", '3': '""In a food processor', '4': '""Pulse until smooth', '5': ""'Add chopped cilantro and pulse a few more times to incorporate.'"", '6': ""'Taste and adjust seasoning if necessary.'"", '7': ""'Transfer the dip to a serving bowl.'"", '8': ""'Serve with tortilla chips or vegetable sticks.'""}",476.907,21.163,97.475,0,20.953,4.151,0.999,1.121,1.7479999999999998,29.768,0.0,215.177,22.5,2498.362,134.755,352.958,579.737,0.188,0.177,2.006,0.382,0.0,80.69,80.69,80.69,106.077,0.0,0,18.105,0.0,1.746,0,195.583,222.123,417.54,149.52499999999998,0,0,0.912,21.676,1370.293,1712.0580000000002,0.0,0.0,0.0,0
200108,recipe,,Vegetable Side Dishes,Black Bean and Avocado Salad,"['Black beans', 'Avocado', 'Cherry tomatoes', 'Red onion', 'Lime juice', 'Cilantro', 'Olive oil', 'Salt', 'Black pepper']","{'1': ""'Drain and rinse the black beans.'"", '2': ""'Dice the avocado and halve the cherry tomatoes.'"", '3': ""'Finely chop the red onion and cilantro.'"", '4': '""In a large bowl', '5': ""'Drizzle lime juice and olive oil over the salad.'"", '6': ""'Season with salt and black pepper.'"", '7': ""'Toss gently until well combined.'"", '8': ""'Refrigerate for at least 30 minutes before serving.'"", '9': ""'Serve chilled.'""}",1042.2020000000002,29.127,134.766,0,35.095,50.048,8.085,31.417,7.138,31.738,7.88,237.619,70.74000000000001,2624.22,191.035,352.958,1143.3070000000002,0.551,0.561,7.173,0.864,21.178,256.18500000000006,292.63,277.855,137.71,0.025,0,38.168000000000006,0.099,9.172,0,241.985,253.323,558.7420000000001,218.135,0,0,1.334,31.157,2382.423,1948.933,0.0,0.0,0.0,0
200109,recipe,,Vegetable Side Dishes,Caramelized Onions,"['Yellow onions', 'Butter', 'Olive oil', 'Salt']","{'1': ""'Peel the onions and thinly slice them.'"", '2': '""In a large skillet', '3': ""'Add the sliced onions to the skillet.'"", '4': '""Saute the onions', '5': ""'Season with salt.'"", '6': ""'Remove from heat and serve hot.'""}",357.9,0.255,0.018,0,0.0,39.66,16.008,15.333,2.176,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.685,0.0,0,0.0,0.12,3.132,0,6.0,6.45,6.6,0.6,0,0,0.002,0.0,7.050000000000001,157.5,0.0,0.0,0.0,0
200110,recipe,,Vegetable Side Dishes,Onion Rings,"['Yellow onions', 'Buttermilk', 'All-purpose flour', 'Paprika', 'Salt', 'Black pepper', 'Vegetable oil']","{'1': ""'Peel the onions and cut them into thick rings.'"", '2': '""In a shallow dish', '3': '""In another shallow dish', '4': ""'Heat vegetable oil in a deep fryer or large skillet to 375Â°F.'"", '5': '""Dredge the soaked onion rings in the flour mixture', '6': '""Fry the onion rings in batches for 2-3 minutes', '7': ""'Drain on paper towels.'"", '8': ""'Serve hot as a delicious side dish or snack.'""}",4655.0,8.025,12.2,0,0.0,508.275,73.058,203.643,201.755,27.5,115.0,117.5,0.0,17.5,0.0,0.0,0.0,0.118,0.43,0.225,0.09,0.0,12.5,12.5,12.5,37.5,1.15,0,0.0,3.25,81.075,0,547.25,287.5,212.5,25.0,0,0,0.062,9.25,337.5,262.5,0.0,0.0,0.0,0
200111,recipe,,Vegetable Side Dishes,Baked Onion Casserole,"['Yellow onions', 'Breadcrumbs', 'Grated Parmesan cheese', 'Butter', 'Thyme', 'Salt', 'Black pepper']","{'1': ""Preheat the oven to 375°F.'"", '2': ""'Peel the onions and thinly slice them.'"", '3': '""In a saucepan', '4': '""Add sliced onions to the saucepan and cook until softened', '5': '""In a small bowl', '6': ""'Grease a baking dish and layer half of the cooked onions on the bottom.'"", '7': ""'Sprinkle half of the breadcrumb mixture over the onions.'"", '8': ""'Repeat the layers with the remaining onions and breadcrumb mixture.'"", '9': '""Bake in the preheated oven for 25-30 minutes', '10': ""'Remove from the oven and let cool slightly before serving.'""}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200112,recipe,,Vegetable Side Dishes,Spicy Peanut Noodles,"['Spaghetti noodles', 'Creamy peanut butter', 'Soy sauce', 'Rice vinegar', 'Sesame oil', 'Garlic cloves', 'Ginger', 'Sriracha sauce', 'Green onions', 'Roasted peanuts']","{'1': ""'Cook the spaghetti noodles according to package instructions. Drain and set aside.'"", '2': '""In a small bowl', '3': ""'Toss the cooked noodles with the peanut sauce until well coated.'"", '4': ""'Chop green onions and roasted peanuts.'"", '5': ""'Garnish the peanut noodles with chopped green onions and peanuts before serving.'"", '6': ""'Serve hot or cold.'""}",452.645,8.411999999999999,39.505,0,1.714,30.082,6.376,12.732,8.605,16.875,5.625,5.625,0.0,0.865,0.0,0.0,9.59,0.151,0.186,3.111,0.19,18.75,21.195,53.07,39.945,13.156,0.025,0,0.48,0.0,2.421,0,4.892,46.325,156.42000000000002,51.2,0,0,0.127,4.67,280.69,1952.155,0.0,0.0,0.0,0
200113,recipe,,Vegetable Side Dishes,Thai Peanut Slaw,"['Green cabbage', 'Red cabbage', 'Carrots', 'Cilantro', 'Peanut butter', 'Rice vinegar', 'Soy sauce', 'Honey', 'Lime juice', 'Sesame oil', 'Red pepper flakes', 'Roasted peanuts']","{'1': ""'Shred the green cabbage and red cabbage.'"", '2': ""'Grate the carrots.'"", '3': ""'Chop cilantro.'"", '4': '""In a large bowl', '5': '""In a separate bowl', '6': ""'Pour the dressing over the cabbage mixture and toss until well coated.'"", '7': ""'Garnish with roasted peanuts before serving.'"", '8': ""'Refrigerate for at least 30 minutes before serving to allow flavors to meld.'"", '9': ""'Serve chilled.'""}",707.22,19.168,55.006,0,8.631,47.736,8.514,22.045,14.174,0.0,0.0,1229.475,4264.44,12565.75,126.25,1.22,852.9449999999999,0.22,0.357,10.922,0.5980000000000001,0.0,124.38,124.38,124.38,65.22100000000002,0.0,0,24.598,0.0,8.275,0,212.09699999999995,126.26,337.675,161.41499999999996,0,0,0.495,3.696,1233.825,2033.005,0.0,0.0,0.0,0
200114,recipe,,Vegetable Side Dishes,Peanut Butter Roasted Brussels Sprouts,"['Brussels sprouts', 'Peanut butter', 'Soy sauce', 'Honey', 'Garlic cloves', 'Sesame oil', 'Red pepper flakes', 'Roasted peanuts']","{'1': ""Preheat the oven to 400°F.'"", '2': ""'Trim the Brussels sprouts and halve them.'"", '3': '""In a small bowl', '4': '""In a large bowl', '5': ""'Spread the Brussels sprouts in a single layer on a baking sheet lined with parchment paper.'"", '6': ""'Bake in the preheated oven for 20-25 minutes""}",797.04,32.275000000000006,70.05499999999999,0,20.668,48.493,8.75,21.961,14.731000000000002,0.0,0.0,172.365,27.216,2041.404,0.0,0.0,7212.953,0.737,0.589,12.408,1.389,0.0,335.061,335.061,335.061,133.247,0.0,0,386.108,0.0,9.901000000000002,0,805.1879999999999,242.734,584.373,233.951,0,0,0.6160000000000001,10.671,2279.213,2044.903,0.0,0.0,0.0,0
200115,recipe,,Fruit Side Dishes,Classic Acai Bowl,"['Frozen acai puree', 'Frozen mixed berries', 'Banana', 'Almond milk', 'Granola', 'Sliced banana', 'Sliced strawberries', 'Honey']","{'1': '""In a blender', '2': '""Blend until smooth and creamy', '3': '""Pour the blended acai mixture into a bowl.""', '4': '""Top with granola', '5': '""Serve immediately and enjoy!""'}",1331.225,1.845,39.998000000000005,0,1.405,132.25,12.574,90.777,22.682,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.625,0.081,0.0569999999999999,0.898,0.03,12.5,14.05,34.675,25.925,5.392,0.0,0,9.95,0.0,49.194,0,11.188,10.275,24.975,7.175,0,0,0.0489999999999999,1.932,63.425,118.725,0.0,0.0,0.0,0
200116,recipe,,Fruit Side Dishes,Tropical Acai Bowl,"['Frozen acai puree', 'Frozen pineapple chunks', 'Frozen mango chunks', 'Coconut water', 'Granola', 'Toasted coconut flakes', 'Sliced kiwi', 'Sliced banana']","{'1': '""In a blender', '2': '""Blend until smooth and creamy', '3': '""Pour the blended acai mixture into a bowl.""', '4': '""Top with granola', '5': '""Serve immediately and enjoy the tropical flavors!""'}",46.25,0.262,11.338,0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.75,0.0,0.0,0,0.0,8.75,6.25,7.5,0,0,0.01,0.0,196.25,31.25,0.0,0.0,0.0,0
200118,recipe,,Fruit Side Dishes,Cinnamon Baked Apples,"['Apples', 'Brown sugar', 'Butter', 'Cinnamon', 'Nutmeg', 'Water']","{'1': '""Preheat the oven to 375Â°F.""', '2': '""Core the apples', '3': '""In a small bowl', '4': '""Fill each apple with the sugar and butter mixture.""', '5': '""Place the filled apples in a baking dish and pour water into the bottom of the dish.""', '6': '""Bake for 30-35 minutes', '7': '""Serve warm'}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200119,recipe,,Fruit Side Dishes,Apple Cranberry Salad,"['Apples', 'Brown sugar', 'Butter', 'Cinnamon', 'Nutmeg', 'Water']","{'1': '""Core and dice the apples. Toss them in lemon juice to prevent browning.""', '2': '""In a large bowl', '3': '""Sprinkle crumbled feta cheese over the salad.""', '4': '""Drizzle balsamic vinaigrette over the salad and toss gently to combine.""', '5': '""Serve immediately as a refreshing side dish.""'}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200120,recipe,,Fruit Side Dishes,Apple and Onion Stuffing,"['Bread cubes', 'Apples', 'Onion', 'Celery', 'Butter', 'Chicken broth', 'Sage', 'Thyme', 'Salt', 'Black pepper']","{'1': '""Preheat the oven to 350Â°F.""', '2': '""Core and dice the apples. Finely chop the onion and celery.""', '3': '""In a skillet', '4': '""In a large bowl', '5': '""Add chicken broth', '6': '""Transfer the mixture to a greased baking dish.""', '7': '""Cover the dish with foil and bake for 25-30 minutes.""', '8': '""Remove the foil and bake for an additional 10 minutes', '9': '""Serve hot as a flavorful side dish.""'}",5086.635,153.466,449.848,0,21.544,296.233,100.814,67.713,101.082,456.875,770.0,796.23,11.25,286.8,5.0,0.0,546.22,4.49,3.549,33.899,0.53,750.0,550.365,1820.365,1300.365,132.074,3.575,0,1.054,1.75,15.667000000000002,0,338.837,1146.725,1429.41,187.49,0,0,1.131,207.136,1020.275,8022.2,0.0,0.0,0.0,0
200121,recipe,,Fruit Side Dishes,Apricot Glazed Carrots,"['Carrots', 'Apricot preserves', 'Butter', 'Salt', 'Black pepper']","{'1': '""Peel the carrots and cut them into sticks.""', '2': '""In a saucepan', '3': '""Add the apricot preserves to the saucepan and stir until melted and bubbly.""', '4': '""Add the carrot sticks to the saucepan', '5': '""Cover and cook for 10-12 minutes', '6': '""Season with salt and black pepper to taste.""', '7': '""Serve hot as a sweet and savory side dish.""'}",408.8730000000001,4.473,43.472,0,12.701,25.749,13.825,5.1240000000000006,1.219,70.5,223.2,4014.893,15771.994,37630.497,2.4,4.536,1161.196,0.301,0.263,4.459,0.626,0.0,87.682,87.682,87.682,45.556,0.0,0,26.762,0.12,2.994,0,61.974,155.985,165.357,55.031,0,0,0.206,0.454,1458.394,470.178,0.0,0.0,0.0,0
200122,recipe,,Fruit Side Dishes,Spinach and Apricot Salad,"['Baby spinach', 'Apricots', 'Red onion', 'Feta cheese', 'Almonds', 'Balsamic vinaigrette']","{'1': '""Wash and dry the baby spinach leaves.""', '2': '""Slice the apricots into wedges and thinly slice the red onion.""', '3': '""In a large bowl', '4': '""Drizzle balsamic vinaigrette over the salad and toss gently to coat.""', '5': '""Serve immediately as a refreshing side salad.""'}",687.215,34.727000000000004,34.959,0,7.649,47.916,7.298999999999999,28.011000000000003,9.85,88.22,7.88,8.372,0.0,2.103,0.0,0.0,20.325,0.316,1.021,4.537000000000001,0.358,21.178,49.68,86.125,71.35,167.11899999999997,1.337,0,0.443,1.224,15.388,0,4.644,205.23,410.177,197.445,0,0,0.897,10.634,545.4449999999999,1415.51,0.0,0.0,0.0,0
200123,recipe,,Fruit Side Dishes,Apricot and Rosemary Roasted Chicken,"['Chicken thighs', 'Apricots', 'Garlic cloves', 'Fresh rosemary', 'Olive oil', 'Salt', 'Black pepper']","{'1': '""Preheat the oven to 400Â°F.""', '2': '""Pat dry the chicken thighs with paper towels and place them in a roasting pan.""', '3': '""Halve the apricots and crush the garlic cloves.""', '4': '""Spread the halved apricots and crushed garlic around the chicken thighs in the roasting pan.""', '5': '""Drizzle olive oil over the chicken and apricots.""', '6': '""Sprinkle fresh rosemary leaves', '7': '""Roast in the preheated oven for 25-30 minutes', '8': '""Remove from the oven and let rest for a few minutes before serving.""', '9': '""Serve hot with your favorite side dishes.""'}",287.04,0.79,3.364,0,0.324,30.046,4.667,20.527,2.871,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.68,0.021,0.012,0.079,0.14,0.0,0.24,0.24,0.24,2.862,0.0,0,0.96,0.0,6.274,0,8.004,21.9,18.24,3.0,0,0,0.036,1.164,48.18,30.360000000000003,0.0,0.0,0.0,0
200124,recipe,,Fruit Side Dishes,Grilled Cinnamon Bananas,"['Bananas', 'Honey', 'Cinnamon']","{'1': '""Preheat grill to medium heat (around 350Â°F).""', '2': '""Peel the bananas and slice them lengthwise.""', '3': '""In a small bowl', '4': '""Brush the banana slices with the honey-cinnamon mixture on both sides.""', '5': '""Place the banana slices directly on the grill grates.""', '6': '""Grill for 2-3 minutes per side', '7': '""Remove from grill and serve warm.""'}",91.2,0.09,24.72,0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.036,0.007,0.0,0.6,0.6,0.6,0.66,0.0,0,0.15,0.0,0.0,0,0.0,1.8,1.2,0.6,0,0,0.011,0.24,15.6,1.2,0.0,0.0,0.0,0
200125,recipe,,Fruit Side Dishes,Banana Pancakes,"['Bananas', 'Eggs', 'Rolled oats', 'Cinnamon']","{'1': '""Peel the bananas and mash them in a mixing bowl.""', '2': '""Add eggs', '3': '""Stir until well combined to form a batter.""', '4': '""Heat a non-stick skillet over medium heat.""', '5': '""Pour 1/4 cup of batter onto the skillet for each pancake.""', '6': '""Cook for 2-3 minutes', '7': '""Flip the pancakes and cook for an additional 1-2 minutes on the other side.""', '8': '""Repeat with the remaining batter.""', '9': '""Serve warm with your favorite toppings'}",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200126,recipe,,Fruit Side Dishes,Banana Coconut Rice,"['Rice', 'Coconut milk', 'Water', 'Bananas', 'Salt']","{'1': '""Rinse the rice under cold water until the water runs clear.""', '2': '""In a saucepan', '3': '""Bring the mixture to a boil over medium-high heat.""', '4': '""Reduce the heat to low', '5': '""Meanwhile', '6': '""Once the rice is cooked', '7': '""Cover and let the rice sit for 5 minutes to allow the flavors to meld.""', '8': '""Fluff the rice with a fork before serving.""', '9': '""Serve hot as a delicious tropical side dish.""'}",118.645,0.804,11.176,0,0.0,7.961,7.972,0.0,0.0,0.0,241.117,241.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.411,0,0.0,3.827,0.0,0,0.0,719.523,0.0,0.0,0,0,0.0,0.0,72.718,72.718,0.0,0.0,0.0,0
200127,recipe,,Fruit Side Dishes,Blackberry Spinach Salad,"['Baby spinach', 'Blackberries', 'Red onion', 'Feta cheese', 'Walnuts', 'Balsamic vinaigrette']","{'1': '""Wash and dry the baby spinach leaves.""', '2': '""In a large bowl', '3': '""Drizzle balsamic vinaigrette over the salad and toss gently to coat.""', '4': '""Serve immediately as a refreshing side salad.""'}",845.0,35.613,62.163,0,20.374,54.663,7.697999999999999,36.08,7.494,88.75,10.0,38.75,1.875,328.75,0.0,0.0,377.5,0.785,0.444,5.466,0.71,26.875,151.875,198.125,179.375,185.5,1.343,0,57.0,1.25,12.806,0,63.125,186.25,364.375,178.125,0,0,1.715,14.375,946.25,1480.0,0.0,0.0,0.0,0
200129,recipe,,Fruit Side Dishes,Blackberry Brie Crostini,"['Baguette', 'Blackberries', 'Brie cheese', 'Honey', 'Fresh thyme leaves']","{'1': '""Preheat the oven to 375Â°F.""', '2': '""Slice the baguette into thin rounds and place them on a baking sheet.""', '3': '""Bake the baguette rounds in the preheated oven for 8-10 minutes', '4': '""Slice the brie cheese into thin slices.""', '5': '""Once the baguette rounds are toasted', '6': '""Return the baking sheet to the oven and bake for an additional 3-5 minutes', '7': '""Remove from the oven and let cool slightly.""', '8': '""Top each crostini with blackberries', '9': '""Serve warm as an elegant side dish or appetizer.""'}",577.456,27.096,49.255,0,13.31,32.614,19.778,9.205,1.637,113.4,196.182,224.816,0.0,330.206,0.0,0.0,295.0,0.129,0.666,2.082,0.348,0.0,136.80999999999997,136.80999999999997,136.80999999999997,39.374,1.871,0,52.65,0.567,3.197,0,52.108,282.956,269.392,73.28,0,0,0.445,17.683,592.968,716.986,0.0,0.0,0.0,0
200130,recipe,,Fruit Side Dishes,Black Grape and Goat Cheese Costini,"['Baguette', 'Black grapes', 'Goat cheese', 'Honey', 'Fresh thyme leaves']","{'1': 'Preheat the oven to 375°F.', '2': 'Slice the baguette into thin rounds and place them on a baking sheet.', '3': '""Bake the baguette rounds in the preheated oven for 8-10 minutes', '4': 'Slice the black grapes in half.', '5': '""Once the baguette rounds are toasted', '6': 'Top each crostini with halved black grapes.', '7': '""Return the baking sheet to the oven and bake for an additional 3-5 minutes', '8': 'Remove from the oven and drizzle each crostini with honey.', '9': 'Sprinkle with fresh thyme leaves.', '10': 'Serve warm as a delightful appetizer or side dish.'}",269.238,15.773,24.72,0,0.06,12.361,3.858,6.352,1.286,78.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.141,0.535,0.222,0.0,2.868,2.868,2.868,118.709,1.191,0,0.15,1.021,0.284,0,3.856,19.944,64.704,10.806,0,0,0.149,0.353,50.754000000000005,1068.294,0.0,0.0,0.0,0
200131,recipe,,Fruit Side Dishes,Black Grape and Arugula Salad,"['Black grapes', 'Arugula', 'Walnuts', 'Feta cheese', 'Balsamic vinaigrette']","{'1': '""Wash and dry the arugula leaves.""', '2': '""Slice the black grapes in half.""', '3': '""In a large bowl', '4': '""Drizzle balsamic vinaigrette over the salad and toss gently to coat.""', '5': '""Serve immediately as a refreshing side salad.""'}",981.25,35.976,20.875,0,12.125,89.563,9.832,64.066,11.318,86.25,0.0,1.25,3.75,13.75,0.0,0.0,115.0,0.8330000000000001,0.285,2.8,0.942,0.0,143.75,143.75,143.75,187.125,1.312,0,7.875,1.125,19.1,0,22.0,162.5,432.5,215.0,0,0,2.3080000000000003,3.125,888.75,1176.25,0.0,0.0,0.0,0
200132,recipe,,Fruit Side Dishes,Black Grape and Chicken Skewers,"['Chicken breasts', 'Black grapes', 'Balsamic vinegar', 'Olive oil', 'Garlic cloves', 'Salt', 'Black pepper']","{'1': '""Cut the chicken breasts into bite-sized pieces.""', '2': '""In a bowl', '3': '""Add the chicken pieces to the marinade and toss to coat.""', '4': '""Cover and refrigerate for at least 30 minutes.""', '5': '""Preheat grill to medium-high heat.""', '6': '""Thread marinated chicken pieces and black grapes onto skewers.""', '7': '""Grill the skewers for 6-8 minutes per side', '8': '""Remove from the grill and let rest for a few minutes before serving.""', '9': '""Serve hot as a flavorful side dish.""'}",278.52,0.395,1.682,0,0.162,30.023,4.661,20.527,2.8560000000000003,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.84,0.011,0.006,0.04,0.07,0.0,0.12,0.12,0.12,1.476,0.0,0,0.48,0.0,6.269,0,7.902,11.1,9.12,1.5,0,0,0.018,0.582,24.24,15.48,0.0,0.0,0.0,0
200133,recipe,,Fruit Side Dishes,Black Olive Tapenade,"['Black olives', 'Capers', 'Garlic cloves', 'Fresh parsley', 'Lemon juice', 'Extra virgin olive oil', 'Salt', 'Black pepper']","{'1': '""Pit the black olives if necessary.""', '2': '""In a food processor', '3': '""Pulse until the mixture forms a coarse paste.""', '4': '""While pulsing', '5': '""Season with salt and black pepper to taste.""', '6': '""Transfer the tapenade to a serving dish.""', '7': '""Serve with toasted baguette slices or crackers.""'}",8.52,0.395,1.682,0,0.162,0.023,0.005,0.001,0.015,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.84,0.011,0.006,0.04,0.07,0.0,0.12,0.12,0.12,1.386,0.0,0,0.48,0.0,0.005,0,0.102,10.8,9.12,1.5,0,0,0.018,0.582,23.94,14.88,0.0,0.0,0.0,0
200134,recipe,,Fruit Side Dishes,Black Olive and Feta Cheese Salad,"['Mixed greens', 'Black olives', 'Feta cheese', 'Cherry tomatoes', 'Red onion', 'Balsamic vinaigrette']","{'1': '""Wash and dry the mixed greens.""', '2': '""Slice the cherry tomatoes in half.""', '3': '""In a large bowl', '4': '""Drizzle balsamic vinaigrette over the salad and toss gently to coat.""', '5': '""Serve immediately as a refreshing side salad.""'}",6145.0,242.394,245.0,0,101.062,511.569,65.37299999999999,118.05,298.114,88.75,10.0,10.625,0.0,51.875,0.0,0.0,105.0,1.303,2.5280000000000005,66.616,6.563000000000001,26.875,1938.75,1985.0,1966.25,706.75,1.343,0,15.562,1.25,197.687,0,36.75,702.5,11728.125,2366.25,0,0,17.135,629.875,8456.25,1547.5,0.0,0.0,0.0,0
